99502840,Urvi Ghose,Lifestyle,2024-07-25,2024-07,8158,0.12,978.9599999999999,Identity Theft,High,24,0,Low,0,0,Visa,Yes Bank,E-commerce,Karnataka,Lucknow
27654485,Yuvaan Sidhu,Lifestyle,2024-07-19,2024-07,2375,0.12,285,Card Not Present,High,83,0,Very High,0,0,Amex,HDFC Bank,Transportation,Maharashtra,Lucknow
73074171,Ojas Shah,Zomato,2024-07-31,2024-07,10950,0.12,1314,Identity Theft,Medium,81,0,Very High,0,0,Visa,HDFC Bank,Apparel,Gujarat,Delhi
93774582,Tara Johal,Uber,2024-10-11,2024-10,6527,0.12,783.24,Identity Theft,Low,90,0,Very High,0,0,Mastercard,Federal Bank,Food Delivery,Delhi,Mumbai
46788591,Diya Bajaj,Lifestyle,2024-04-28,2024-04,9549,0.05,477.45000000000005,Card Skimming,Medium,88,0,Very High,0,0,Mastercard,HDFC Bank,Groceries,Kerala,Hyderabad
27824277,Faiyaz Cheema,Swiggy,2024-10-23,2024-10,5461,0.12,655.3199999999999,Card Not Present,Medium,48,0,Medium,0,0,Rupay,Axis Bank,Transportation,Delhi,Mumbai
16938100,Aradhya Dhillon,Uber,2024-01-11,2024-01,24489,0.12,2938.68,Identity Theft,Low,29,1,Medium,1,24489,Rupay,Federal Bank,Transportation,Rajasthan,Bangalore
66943130,Biju Sood,Lifestyle,2024-10-02,2024-10,24680,0.12,2961.6,Identity Theft,Low,80,0,Very High,1,0,Mastercard,SBI,Food Delivery,Maharashtra,Delhi
68375255,Alia Dugar,Myntra,2024-02-15,2024-02,24578,0.12,2949.3599999999997,Card Not Present,Low,35,0,Medium,1,0,Visa,Federal Bank,E-commerce,Rajasthan,Delhi
50941021,Oorja Borah,Amazon India,2024-12-12,2024-12,11195,0.05,559.75,Account Takeover,Medium,67,1,High,0,11195,Mastercard,Andhra Bank,Groceries,Tamil Nadu,Ahmedabad
60606372,Kanav Choudhary,Flipkart,2024-07-27,2024-07,1714,0.18,308.52,Account Takeover,Medium,71,1,High,0,1714,Visa,Andhra Bank,Electronics,Tamil Nadu,Hyderabad
32201823,Zaina Hegde,Flipkart,2024-11-14,2024-11,14207,0.12,1704.84,Identity Theft,Low,21,0,Low,0,0,Mastercard,Federal Bank,Transportation,Telangana,Lucknow
53667574,Yakshit Handa,Zomato,2024-04-08,2024-04,9803,0.18,1764.54,Card Not Present,Low,90,0,Very High,0,0,Mastercard,Bank of Baroda,Electronics,Tamil Nadu,Chennai
80084680,Nehmat Sangha,Amazon India,2024-12-03,2024-12,17897,0.12,2147.64,Account Takeover,Medium,49,0,Medium,1,0,Amex,Yes Bank,E-commerce,Delhi,Chennai
18010953,Samarth Wason,Reliance Digital,2024-01-19,2024-01,22366,0.05,1118.3,Card Skimming,Medium,45,1,Medium,1,22366,Mastercard,Yes Bank,Groceries,Tamil Nadu,Kolkata
39335891,Umang Soman,Flipkart,2024-08-15,2024-08,4064,0.05,203.20000000000002,Phishing,Medium,30,0,Medium,0,0,Rupay,Federal Bank,Groceries,Maharashtra,Ahmedabad
83700642,Kartik Bose,Uber,2024-08-02,2024-08,10336,0.18,1860.48,Card Not Present,Critical,29,0,Medium,0,0,Amex,Kotak Bank,Electronics,West Bengal,Kolkata
54662150,Prerak Zacharia,Swiggy,2024-07-15,2024-07,1569,0.12,188.28,Identity Theft,Medium,70,0,High,0,0,Rupay,ICICI Bank,Transportation,Gujarat,Hyderabad
45082504,Hiran Upadhyay,Tata Cliq,2024-02-13,2024-02,23775,0.05,1188.75,Identity Theft,Medium,64,0,High,1,0,Rupay,Yes Bank,Groceries,Karnataka,Mumbai
54121424,Mamooty Vyas,Zomato,2024-09-05,2024-09,6711,0.05,335.55,Identity Theft,High,80,0,Very High,0,0,Rupay,Axis Bank,Groceries,Telangana,Kochi
72144690,Samar Tandon,Amazon India,2024-01-26,2024-01,16974,0.12,2036.8799999999999,Card Skimming,Low,50,0,Medium,1,0,Amex,Axis Bank,Food Delivery,Delhi,Chennai
52166999,Pari Behl,Lifestyle,2024-07-08,2024-07,14653,0.12,1758.36,Phishing,High,45,0,Medium,0,0,Mastercard,SBI,Transportation,Maharashtra,Chennai
50032908,Yakshit Saran,Lifestyle,2023-12-30,2023-12,9248,0.18,1664.6399999999999,Card Not Present,Medium,32,0,Medium,0,0,Visa,Federal Bank,Electronics,Tamil Nadu,Kochi
81281786,Drishya Ganesan,Zomato,2024-04-14,2024-04,23122,0.12,2774.64,Card Skimming,Low,94,0,Very High,1,0,Visa,Federal Bank,E-commerce,Tamil Nadu,Delhi
83454657,Misha Kashyap,Flipkart,2024-10-29,2024-10,842,0.18,151.56,Card Skimming,Medium,26,0,Medium,0,0,Mastercard,Bank of Baroda,Electronics,Tamil Nadu,Hyderabad
17097793,Ranbir Shankar,Zomato,2024-11-13,2024-11,5546,0.12,665.52,Identity Theft,High,91,0,Very High,0,0,Rupay,Axis Bank,Apparel,Telangana,Chennai
34894049,Onkar Deol,Lifestyle,2024-01-02,2024-01,16758,0.12,2010.96,Card Not Present,Low,50,0,Medium,1,0,Mastercard,HDFC Bank,E-commerce,Delhi,Delhi
84776733,Nakul Upadhyay,Big Bazaar,2024-09-16,2024-09,4351,0.12,522.12,Card Not Present,High,70,1,High,0,4351,Rupay,Yes Bank,Apparel,Gujarat,Jaipur
92240744,Tanya Shanker,Tata Cliq,2024-06-05,2024-06,16904,0.18,3042.72,Card Skimming,High,10,1,Low,1,16904,Mastercard,Andhra Bank,Electronics,Rajasthan,Chennai
67571367,Priyansh Sangha,Lifestyle,2024-03-22,2024-03,19397,0.12,2327.64,Card Skimming,Low,13,1,Low,1,19397,Mastercard,Federal Bank,Transportation,Kerala,Lucknow
53817550,Aniruddh Sem,Tata Cliq,2024-05-25,2024-05,16870,0.12,2024.3999999999999,Identity Theft,Critical,39,0,Medium,1,0,Rupay,Yes Bank,E-commerce,Uttar Pradesh,Hyderabad
36057699,Oorja Dhillon,Uber,2024-06-29,2024-06,4014,0.12,481.68,Card Not Present,Low,90,0,Very High,0,0,Visa,Kotak Bank,Apparel,Tamil Nadu,Jaipur
90448570,Myra Baral,Swiggy,2024-08-05,2024-08,20415,0.18,3674.7,Account Takeover,Low,11,0,Low,1,0,Visa,Federal Bank,Electronics,Uttar Pradesh,Jaipur
39560366,Raghav Goswami,Lifestyle,2023-12-16,2023-12,14479,0.12,1737.48,Card Not Present,Medium,68,0,High,0,0,Mastercard,SBI,Apparel,Rajasthan,Delhi
45163069,Jivin Shah,Lifestyle,2024-07-27,2024-07,1603,0.12,192.35999999999999,Card Skimming,Medium,17,0,Low,0,0,Mastercard,Yes Bank,Transportation,Rajasthan,Kolkata
24538975,Indranil Dar,Uber,2024-06-18,2024-06,11770,0.12,1412.3999999999999,Card Not Present,Medium,32,0,Medium,0,0,Amex,Andhra Bank,E-commerce,Kerala,Kolkata
65571276,Siya Mand,Flipkart,2024-07-27,2024-07,3431,0.12,411.71999999999997,Card Skimming,High,85,0,Very High,0,0,Mastercard,Federal Bank,Apparel,Delhi,Chennai
58333520,Hridaan Lanka,Uber,2024-01-30,2024-01,9612,0.12,1153.44,Phishing,Medium,53,0,High,0,0,Visa,Bank of Baroda,E-commerce,Maharashtra,Ahmedabad
22921041,Devansh Dutta,Myntra,2024-09-12,2024-09,23243,0.18,4183.74,Card Skimming,Low,65,0,High,1,0,Visa,SBI,Electronics,Rajasthan,Kochi
66957487,Prisha Sani,Zomato,2024-10-11,2024-10,23671,0.12,2840.52,Identity Theft,Medium,79,0,Very High,1,0,Amex,Andhra Bank,Transportation,Uttar Pradesh,Jaipur
50449721,Anika Kaur,Amazon India,2024-03-16,2024-03,5188,0.18,933.8399999999999,Identity Theft,Medium,14,1,Low,0,5188,Amex,Yes Bank,Electronics,Kerala,Delhi
75029599,Hrishita Mangal,Lifestyle,2024-11-06,2024-11,11728,0.12,1407.36,Account Takeover,Low,42,0,Medium,0,0,Mastercard,ICICI Bank,E-commerce,West Bengal,Lucknow
90805536,Urvi Gole,Flipkart,2024-05-20,2024-05,1056,0.12,126.72,Phishing,Low,36,0,Medium,0,0,Rupay,Kotak Bank,Transportation,Delhi,Ahmedabad
84143515,Neysa Bir,Swiggy,2024-11-17,2024-11,6783,0.18,1220.94,Card Not Present,Low,83,0,Very High,0,0,Rupay,Andhra Bank,Electronics,Uttar Pradesh,Kolkata
81421351,Aaina Kanda,Tata Cliq,2024-08-22,2024-08,19964,0.12,2395.68,Account Takeover,Low,11,0,Low,1,0,Rupay,ICICI Bank,Apparel,Gujarat,Bangalore
48347365,Mannat Krishnamurthy,Tata Cliq,2024-03-07,2024-03,7131,0.12,855.7199999999999,Account Takeover,High,63,0,High,0,0,Rupay,SBI,Apparel,Gujarat,Delhi
32663828,Jivin Tripathi,Reliance Digital,2024-10-12,2024-10,7525,0.12,903,Card Skimming,Low,48,0,Medium,0,0,Amex,HDFC Bank,Transportation,Uttar Pradesh,Ahmedabad
80937684,Samaira Sahni,Amazon India,2024-01-11,2024-01,16351,0.12,1962.12,Identity Theft,Low,94,0,Very High,1,0,Rupay,Yes Bank,Transportation,Uttar Pradesh,Mumbai
87301985,Kimaya Buch,Big Bazaar,2024-04-27,2024-04,21512,0.12,2581.44,Card Skimming,Low,35,0,Medium,1,0,Rupay,HDFC Bank,Apparel,Kerala,Lucknow
72182629,Samaira Goswami,Big Bazaar,2024-02-19,2024-02,20170,0.12,2420.4,Account Takeover,Low,39,0,Medium,1,0,Rupay,HDFC Bank,Apparel,Maharashtra,Jaipur
23733893,Samaira Bansal,Flipkart,2024-07-30,2024-07,11347,0.12,1361.6399999999999,Card Not Present,Low,16,0,Low,0,0,Rupay,Axis Bank,Transportation,Telangana,Hyderabad
21412415,Riya Rajagopalan,Reliance Digital,2024-10-21,2024-10,21657,0.12,2598.8399999999997,Account Takeover,Low,14,0,Low,1,0,Rupay,Axis Bank,Apparel,Uttar Pradesh,Bangalore
42755409,Alia Sani,Reliance Digital,2024-05-18,2024-05,24075,0.12,2889,Identity Theft,Low,19,0,Low,1,0,Mastercard,Yes Bank,Transportation,Telangana,Bangalore
36099694,Divij Chatterjee,Flipkart,2024-06-18,2024-06,14154,0.18,2547.72,Account Takeover,Critical,81,0,Very High,0,0,Mastercard,Yes Bank,Electronics,Maharashtra,Lucknow
34550377,Kartik Khatri,Uber,2024-05-23,2024-05,23336,0.12,2800.3199999999997,Card Skimming,Medium,54,0,High,1,0,Rupay,Axis Bank,Apparel,West Bengal,Delhi
13995329,Mohanlal Vyas,Zomato,2024-04-07,2024-04,3837,0.12,460.44,Account Takeover,Medium,69,0,High,0,0,Mastercard,Andhra Bank,Apparel,Telangana,Lucknow
22639242,Pari Bath,Lifestyle,2024-09-08,2024-09,18705,0.12,2244.6,Card Not Present,Low,58,1,High,1,18705,Rupay,Federal Bank,Food Delivery,Maharashtra,Chennai
24287784,Ranbir Buch,Zomato,2023-12-29,2023-12,22715,0.12,2725.7999999999997,Phishing,Medium,75,0,High,1,0,Rupay,Kotak Bank,E-commerce,Delhi,Mumbai
38716212,Aniruddh Choudhury,Myntra,2024-09-23,2024-09,2094,0.12,251.28,Account Takeover,Critical,73,1,High,0,2094,Visa,Federal Bank,E-commerce,Gujarat,Kolkata
50152639,Divij Venkatesh,Tata Cliq,2023-12-29,2023-12,24973,0.18,4495.139999999999,Card Not Present,Low,46,0,Medium,1,0,Mastercard,Axis Bank,Electronics,Telangana,Bangalore
10560987,Priyansh Sandal,Flipkart,2024-06-25,2024-06,19521,0.12,2342.52,Card Skimming,High,38,1,Medium,1,19521,Visa,Axis Bank,Transportation,Kerala,Ahmedabad
62563619,Amani Tak,Lifestyle,2024-08-06,2024-08,832,0.18,149.76,Card Not Present,Medium,46,0,Medium,0,0,Rupay,SBI,Electronics,Kerala,Bangalore
40409910,Dishani Acharya,Myntra,2024-03-31,2024-03,1695,0.12,203.4,Card Not Present,Low,55,1,High,0,1695,Visa,HDFC Bank,E-commerce,Delhi,Jaipur
10117276,Vivaan Agrawal,Zomato,2024-11-06,2024-11,6908,0.12,828.9599999999999,Card Not Present,Low,38,0,Medium,0,0,Amex,Andhra Bank,Food Delivery,West Bengal,Kolkata
75147301,Anvi Srinivasan,Lifestyle,2024-11-02,2024-11,9688,0.12,1162.56,Phishing,High,18,0,Low,0,0,Amex,Andhra Bank,E-commerce,Delhi,Ahmedabad
53631628,Biju Chopra,Tata Cliq,2024-04-02,2024-04,20610,0.12,2473.2,Card Skimming,Medium,45,0,Medium,1,0,Mastercard,ICICI Bank,Apparel,Maharashtra,Ahmedabad
95200804,Saira Ganguly,Zomato,2024-07-01,2024-07,2790,0.12,334.8,Card Not Present,Medium,61,0,High,0,0,Rupay,HDFC Bank,Food Delivery,Kerala,Delhi
89200981,Navya Randhawa,Tata Cliq,2024-12-08,2024-12,2861,0.12,343.32,Phishing,Critical,25,0,Low,0,0,Mastercard,SBI,Apparel,Gujarat,Bangalore
15784540,Ritvik Jha,Swiggy,2024-02-10,2024-02,3776,0.18,679.68,Card Skimming,Low,69,1,High,0,3776,Amex,Bank of Baroda,Electronics,Uttar Pradesh,Kolkata
65154221,Rohan Devi,Amazon India,2024-01-06,2024-01,2760,0.12,331.2,Card Skimming,Low,39,0,Medium,0,0,Visa,ICICI Bank,Apparel,Kerala,Bangalore
87824397,Mohanlal Bhat,Swiggy,2024-06-12,2024-06,18868,0.05,943.4000000000001,Account Takeover,Low,18,0,Low,1,0,Amex,Kotak Bank,Groceries,Tamil Nadu,Delhi
21065610,Prerak Shan,Uber,2024-06-08,2024-06,7764,0.12,931.68,Identity Theft,Critical,28,0,Medium,0,0,Mastercard,Andhra Bank,Apparel,Uttar Pradesh,Hyderabad
23921117,Adah Vyas,Flipkart,2024-01-06,2024-01,18020,0.18,3243.6,Card Not Present,Low,80,0,Very High,1,0,Mastercard,Yes Bank,Electronics,Kerala,Bangalore
22421404,Gokul Mani,Lifestyle,2024-09-03,2024-09,4965,0.18,893.6999999999999,Card Skimming,Medium,22,1,Low,0,4965,Rupay,Federal Bank,Electronics,Karnataka,Ahmedabad
84552344,Lakshay Loyal,Big Bazaar,2024-04-10,2024-04,13733,0.12,1647.96,Card Not Present,Critical,78,1,Very High,0,13733,Rupay,Federal Bank,Apparel,Telangana,Mumbai
78149926,Keya Chanda,Reliance Digital,2024-03-13,2024-03,20336,0.12,2440.3199999999997,Card Not Present,High,19,0,Low,1,0,Rupay,Bank of Baroda,Apparel,Rajasthan,Jaipur
61148006,Tanya Bansal,Amazon India,2024-06-09,2024-06,16906,0.12,2028.72,Phishing,Critical,33,0,Medium,1,0,Amex,Yes Bank,Apparel,Uttar Pradesh,Jaipur
34034948,Indranil Sura,Reliance Digital,2024-01-11,2024-01,8161,0.12,979.3199999999999,Account Takeover,Medium,61,0,High,0,0,Amex,SBI,Transportation,Karnataka,Chennai
62554708,Mannat Mandal,Lifestyle,2024-08-22,2024-08,22728,0.12,2727.3599999999997,Identity Theft,Critical,20,0,Low,1,0,Amex,SBI,Transportation,Kerala,Bangalore
47813903,Sumer Lall,Flipkart,2024-10-22,2024-10,10680,0.18,1922.3999999999999,Account Takeover,High,15,0,Low,0,0,Amex,Andhra Bank,Electronics,Uttar Pradesh,Hyderabad
58961246,Armaan Sha,Reliance Digital,2024-10-26,2024-10,20904,0.12,2508.48,Phishing,Low,90,0,Very High,1,0,Visa,Kotak Bank,Food Delivery,Karnataka,Kochi
42445507,Vardaniya Lad,Reliance Digital,2024-02-08,2024-02,1295,0.18,233.1,Card Not Present,High,80,1,Very High,0,1295,Amex,Yes Bank,Electronics,Uttar Pradesh,Lucknow
69187765,Onkar Bora,Big Bazaar,2024-04-16,2024-04,23512,0.05,1175.6000000000001,Account Takeover,Low,26,0,Medium,1,0,Rupay,Axis Bank,Groceries,West Bengal,Kochi
99192536,Fateh Wali,Lifestyle,2024-07-28,2024-07,24736,0.12,2968.3199999999997,Card Not Present,Medium,56,1,High,1,24736,Amex,Yes Bank,E-commerce,Uttar Pradesh,Kolkata
10149344,Saira Dhillon,Zomato,2024-07-11,2024-07,5543,0.12,665.16,Identity Theft,Low,72,0,High,0,0,Rupay,HDFC Bank,Transportation,Gujarat,Chennai
82127371,Anay Dara,Amazon India,2024-10-01,2024-10,13102,0.05,655.1,Phishing,Low,95,1,Very High,0,13102,Mastercard,Federal Bank,Groceries,Delhi,Bangalore
74082692,Sana Manne,Lifestyle,2024-05-09,2024-05,11335,0.12,1360.2,Card Skimming,Critical,28,0,Medium,0,0,Rupay,Axis Bank,Transportation,Maharashtra,Kochi
93730832,Yuvraj  Suri,Tata Cliq,2024-10-13,2024-10,20131,0.12,2415.72,Phishing,Low,75,1,High,1,20131,Amex,Federal Bank,E-commerce,Karnataka,Hyderabad
27315999,Aarush Chaudhary,Reliance Digital,2024-08-17,2024-08,12332,0.12,1479.84,Account Takeover,Low,45,0,Medium,0,0,Rupay,ICICI Bank,E-commerce,West Bengal,Kochi
50880858,Rasha Uppal,Reliance Digital,2024-10-02,2024-10,14191,0.18,2554.38,Card Skimming,High,67,0,High,0,0,Rupay,Axis Bank,Electronics,Maharashtra,Bangalore
91232868,Jivika Bhatia,Zomato,2024-12-03,2024-12,8956,0.18,1612.08,Identity Theft,High,30,0,Medium,0,0,Mastercard,Axis Bank,Electronics,Maharashtra,Kolkata
37845729,Eva Maharaj,Reliance Digital,2024-04-17,2024-04,17448,0.12,2093.7599999999998,Card Skimming,Low,95,1,Very High,1,17448,Visa,Axis Bank,Apparel,Rajasthan,Chennai
64308049,Zoya Borra,Amazon India,2024-09-01,2024-09,10110,0.12,1213.2,Card Skimming,Medium,63,0,High,0,0,Mastercard,Kotak Bank,Food Delivery,Tamil Nadu,Ahmedabad
37400867,Ira Mander,Lifestyle,2024-08-05,2024-08,1711,0.05,85.55000000000001,Phishing,Low,19,0,Low,0,0,Mastercard,Kotak Bank,Groceries,Uttar Pradesh,Kolkata
87852293,Aniruddh Chander,Flipkart,2024-05-02,2024-05,9742,0.12,1169.04,Identity Theft,Low,31,0,Medium,0,0,Rupay,Yes Bank,Food Delivery,Tamil Nadu,Jaipur
18250402,Devansh Rattan,Zomato,2024-04-07,2024-04,13965,0.12,1675.8,Identity Theft,Low,71,0,High,0,0,Mastercard,Kotak Bank,E-commerce,Karnataka,Kochi
85509756,Aradhya Bahri,Uber,2024-10-07,2024-10,9632,0.12,1155.84,Identity Theft,Medium,44,0,Medium,0,0,Amex,Yes Bank,Transportation,Kerala,Hyderabad
21329759,Aradhya Saha,Lifestyle,2024-02-16,2024-02,10960,0.12,1315.2,Card Skimming,Low,87,1,Very High,0,10960,Amex,HDFC Bank,Apparel,Uttar Pradesh,Ahmedabad
10260467,Manikya Halder,Big Bazaar,2024-11-28,2024-11,22184,0.05,1109.2,Identity Theft,Low,39,1,Medium,1,22184,Amex,Kotak Bank,Groceries,Karnataka,Bangalore
33505820,Zara Chopra,Reliance Digital,2024-04-30,2024-04,24174,0.12,2900.88,Account Takeover,High,34,0,Medium,1,0,Amex,Kotak Bank,Transportation,Karnataka,Kochi
26209976,Mishti Tripathi,Amazon India,2024-02-04,2024-02,7917,0.12,950.04,Identity Theft,Critical,55,0,High,0,0,Amex,ICICI Bank,Apparel,Delhi,Chennai
76975447,Aaryahi Vaidya,Amazon India,2024-05-01,2024-05,10563,0.12,1267.56,Account Takeover,Low,39,0,Medium,0,0,Visa,Kotak Bank,Food Delivery,Rajasthan,Hyderabad
64841897,Lagan Grover,Big Bazaar,2024-05-04,2024-05,1654,0.12,198.48,Identity Theft,Low,17,0,Low,0,0,Visa,Yes Bank,Apparel,Telangana,Hyderabad
31962281,Prisha Warrior,Uber,2024-03-03,2024-03,24837,0.12,2980.44,Card Skimming,Low,13,0,Low,1,0,Mastercard,SBI,Transportation,Rajasthan,Bangalore
70845514,Ela Gara,Big Bazaar,2024-01-14,2024-01,17654,0.18,3177.72,Card Skimming,Medium,49,0,Medium,1,0,Amex,Axis Bank,Electronics,West Bengal,Chennai
15820659,Siya Khatri,Uber,2024-06-06,2024-06,12378,0.05,618.9000000000001,Identity Theft,Medium,81,1,Very High,0,12378,Amex,Yes Bank,Groceries,Rajasthan,Lucknow
28323079,Badal Ranganathan,Amazon India,2023-12-24,2023-12,13552,0.12,1626.24,Card Not Present,Medium,21,1,Low,0,13552,Rupay,Federal Bank,Apparel,Karnataka,Delhi
28074472,Manikya Balasubramanian,Tata Cliq,2024-05-18,2024-05,19447,0.05,972.35,Identity Theft,High,60,0,High,1,0,Mastercard,Kotak Bank,Groceries,Maharashtra,Jaipur
67323481,Aaina Borra,Zomato,2024-06-18,2024-06,7856,0.18,1414.08,Card Skimming,Low,77,0,Very High,0,0,Mastercard,SBI,Electronics,Uttar Pradesh,Chennai
31110526,Prerak Tandon,Big Bazaar,2024-02-09,2024-02,13146,0.12,1577.52,Card Not Present,Low,28,1,Medium,0,13146,Mastercard,ICICI Bank,Transportation,Uttar Pradesh,Ahmedabad
49552851,Anaya Krishna,Flipkart,2024-07-29,2024-07,15039,0.12,1804.6799999999998,Phishing,Low,46,0,Medium,1,0,Rupay,Yes Bank,E-commerce,Kerala,Jaipur
52543004,Kashvi Loyal,Big Bazaar,2024-09-24,2024-09,10725,0.12,1287,Card Skimming,Low,37,0,Medium,0,0,Rupay,Bank of Baroda,Transportation,Uttar Pradesh,Hyderabad
85124381,Saanvi Sem,Uber,2024-10-30,2024-10,3216,0.12,385.91999999999996,Phishing,Low,77,0,Very High,0,0,Rupay,Bank of Baroda,Transportation,Tamil Nadu,Bangalore
42494131,Vanya Hayre,Uber,2024-04-02,2024-04,14502,0.18,2610.36,Card Not Present,Medium,59,0,High,0,0,Mastercard,Bank of Baroda,Electronics,Karnataka,Hyderabad
47972186,Miraya Thaman,Swiggy,2024-11-25,2024-11,4168,0.12,500.15999999999997,Card Not Present,Critical,39,0,Medium,0,0,Visa,ICICI Bank,Transportation,Rajasthan,Chennai
78953912,Ahana  Wagle,Uber,2024-04-13,2024-04,23256,0.12,2790.72,Account Takeover,High,29,0,Medium,1,0,Amex,Bank of Baroda,Transportation,Uttar Pradesh,Delhi
10869922,Jayesh Toor,Lifestyle,2024-08-08,2024-08,22616,0.12,2713.92,Account Takeover,Low,67,0,High,1,0,Mastercard,HDFC Bank,Transportation,Delhi,Mumbai
12113217,Jayesh Balan,Zomato,2024-11-12,2024-11,23656,0.12,2838.72,Card Not Present,Medium,45,0,Medium,1,0,Visa,Federal Bank,Transportation,West Bengal,Chennai
39463165,Sara Master,Myntra,2024-07-27,2024-07,11634,0.05,581.7,Card Skimming,Medium,37,0,Medium,0,0,Visa,Federal Bank,Groceries,Gujarat,Delhi
10510765,Siya Varkey,Amazon India,2024-04-21,2024-04,4153,0.05,207.65,Account Takeover,High,19,0,Low,0,0,Amex,Axis Bank,Groceries,Telangana,Chennai
